,Date,Bulletin,Obs Code,Residual RA,Residual Dec,Diagonal Residual
30,9/24/2019,2019-S68 ,L18,0.2,1.0,0.52
31,9/24/2019,2019-S68 ,Z84,0.1,0.4,0.08500000000000002
32,9/24/2019,2019-S68 ,587,0.1,0.7,0.24999999999999997
33,9/24/2019,2019-S68 ,L18,0.0,0.6,0.18
34,9/24/2019,2019-S68 ,Z84,0.2,0.0,0.020000000000000004
35,9/24/2019,2019-S68 ,K41,0.1,0.4,0.08500000000000002
36,9/24/2019,2019-S68 ,L04,0.5,0.0,0.125
37,9/24/2019,2019-S68 ,Z84,0.2,0.2,0.04000000000000001
38,9/24/2019,2019-S68 ,K41,0.3,0.1,0.05
39,9/24/2019,2019-S68 ,L04,0.1,0.1,0.010000000000000002
40,9/24/2019,2019-S68 ,Z84,0.1,0.1,0.010000000000000002
41,9/24/2019,2019-S68 ,K41,0.8,1.5,1.445
42,9/24/2019,2019-S68 ,L04,0.1,0.2,0.025000000000000005
43,9/24/2019,2019-S68 ,Z84,0.1,0.1,0.010000000000000002
44,9/24/2019,2019-S68 ,K41,0.7,0.3,0.29
45,9/24/2019,2019-S68 ,J95,0.0,0.1,0.005000000000000001
46,9/24/2019,2019-S68 ,850,0.5,0.5,0.25
47,9/24/2019,2019-S68 ,K41,0.8,0.3,0.36500000000000005
48,9/24/2019,2019-S68 ,J95,0.1,0.0,0.005000000000000001
49,9/24/2019,2019-S68 ,850,0.4,0.2,0.10000000000000002
50,9/24/2019,2019-S68 ,K41,0.5,0.7,0.37
51,9/24/2019,2019-S68 ,J95,0.2,0.1,0.025000000000000005
52,9/24/2019,2019-S68 ,850,0.1,0.7,0.24999999999999997
53,9/24/2019,2019-S68 ,K41,0.3,0.3,0.09
54,9/24/2019,2019-S68 ,J95,0.2,0.0,0.020000000000000004
55,9/24/2019,2019-S68 ,850,0.4,0.5,0.20500000000000002
56,9/24/2019,2019-S68 ,K41,0.0,0.7,0.24499999999999997
57,9/24/2019,2019-S68 ,G34,0.1,0.0,0.005000000000000001
58,9/24/2019,2019-S68 ,850,0.5,0.6,0.305
59,9/24/2019,2019-S68 ,K63,0.4,0.8,0.4000000000000001
60,9/24/2019,2019-S68 ,G34,0.1,0.0,0.005000000000000001
61,9/24/2019,2019-S68 ,850,0.5,0.1,0.13
62,9/24/2019,2019-S68 ,K63,0.8,0.0,0.32000000000000006
63,9/24/2019,2019-S68 ,G34,0.0,0.3,0.045
64,9/24/2019,2019-S68 ,850,0.5,0.3,0.16999999999999998
65,9/24/2019,2019-S68 ,K63,0.3,1.0,0.545
66,9/24/2019,2019-S68 ,G34,0.0,0.2,0.020000000000000004
67,9/24/2019,2019-S68 ,734,1.0,0.7,0.745
68,9/24/2019,2019-S68 ,K63,0.0,0.6,0.18
69,9/24/2019,2019-S68 ,C43,1.4,2.1,3.185
70,9/24/2019,2019-S68 ,734,0.7,0.3,0.29
71,9/24/2019,2019-S68 ,C43,0.4,0.2,0.10000000000000002
72,9/24/2019,2019-S68 ,734,0.5,0.3,0.16999999999999998
73,9/25/2019,2019-S89 ,F51,0.1,0.2,0.025000000000000005
74,9/25/2019,2019-S89 ,L01,0.2,0.3,0.065
75,9/25/2019,2019-S89 ,654,0.0,0.0,0.0
76,9/25/2019,2019-S89 ,F51,0.1,0.2,0.025000000000000005
77,9/25/2019,2019-S89 ,L01,0.1,0.1,0.010000000000000002
78,9/25/2019,2019-S89 ,654,0.0,0.2,0.020000000000000004
79,9/25/2019,2019-S89 ,F51,0.0,0.0,0.0
80,9/25/2019,2019-S89 ,L01,0.0,0.1,0.005000000000000001
81,9/25/2019,2019-S89 ,654,0.1,0.2,0.025000000000000005
82,9/25/2019,2019-S89 ,L01,0.1,0.4,0.08500000000000002
83,9/25/2019,2019-S89 ,L01,0.1,0.1,0.010000000000000002
84,9/25/2019,2019-S89 ,654,0.2,0.0,0.020000000000000004
85,9/30/2019,2019-S182,703,0.6,0.5,0.305
86,9/30/2019,2019-S182,586,0.2,0.0,0.020000000000000004
87,9/30/2019,2019-S182,850,0.2,0.1,0.025000000000000005
88,9/30/2019,2019-S182,703,0.3,0.4,0.125
89,9/30/2019,2019-S182,586,0.1,0.1,0.010000000000000002
90,9/30/2019,2019-S182,850,0.1,0.2,0.025000000000000005
91,9/30/2019,2019-S182,703,0.4,0.4,0.16000000000000003
92,9/30/2019,2019-S182,586,0.3,0.1,0.05
93,9/30/2019,2019-S182,850,0.1,0.4,0.08500000000000002
94,9/30/2019,2019-S182,703,0.7,0.8,0.5650000000000001
95,9/30/2019,2019-S182,586,0.1,0.0,0.005000000000000001
96,9/30/2019,2019-S182,850,0.3,1.0,0.545
97,9/30/2019,2019-S182,703,0.2,0.2,0.04000000000000001
98,9/30/2019,2019-S182,586,0.1,0.0,0.005000000000000001
99,9/30/2019,2019-S182,850,0.5,0.4,0.20500000000000002
100,9/30/2019,2019-S182,H01,0.0,0.2,0.020000000000000004
101,9/30/2019,2019-S182,586,0.1,0.1,0.010000000000000002
102,9/30/2019,2019-S182,850,0.0,0.0,0.0
103,9/30/2019,2019-S182,703,1.1,0.5,0.7300000000000001
104,9/30/2019,2019-S182,586,0.2,0.1,0.025000000000000005
105,9/30/2019,2019-S182,850,0.6,0.0,0.18
106,9/30/2019,2019-S182,H01,0.0,0.1,0.005000000000000001
107,9/30/2019,2019-S182,586,0.0,0.0,0.0
108,9/30/2019,2019-S182,654,0.2,0.1,0.025000000000000005
109,9/30/2019,2019-S182,H01,0.0,0.2,0.020000000000000004
110,9/30/2019,2019-S182,K88,0.3,0.4,0.125
111,9/30/2019,2019-S182,654,0.1,0.0,0.005000000000000001
112,9/30/2019,2019-S182,H01,0.1,0.2,0.025000000000000005
113,9/30/2019,2019-S182,J95,0.3,0.1,0.05
114,9/30/2019,2019-S182,654,0.1,0.1,0.010000000000000002
115,9/30/2019,2019-S182,I52,0.1,0.1,0.010000000000000002
116,9/30/2019,2019-S182,K88,0.1,0.4,0.08500000000000002
117,9/30/2019,2019-S182,654,0.0,0.1,0.005000000000000001
118,9/30/2019,2019-S182,I52,0.4,0.1,0.08500000000000002
119,9/30/2019,2019-S182,K88,0.1,0.3,0.05
120,9/30/2019,2019-S182,654,0.0,0.0,0.0
121,9/30/2019,2019-S182,I52,0.1,0.0,0.005000000000000001
122,9/30/2019,2019-S182,J95,0.2,0.1,0.025000000000000005
123,9/30/2019,2019-S182,654,0.1,0.0,0.005000000000000001
124,9/30/2019,2019-S182,I52,0.2,0.2,0.04000000000000001
125,9/30/2019,2019-S182,J95,0.4,0.0,0.08000000000000002
126,9/30/2019,2019-S182,654,0.0,0.0,0.0
127,9/30/2019,2019-S182,L01,0.3,0.3,0.09
128,9/30/2019,2019-S182,Z80,0.2,0.3,0.065
129,9/30/2019,2019-S182,654,0.0,0.0,0.0
130,9/30/2019,2019-S182,L01,0.3,0.1,0.05
131,9/30/2019,2019-S182,Z80,0.4,0.6,0.26
132,9/30/2019,2019-S182,587,0.0,0.2,0.020000000000000004
133,9/30/2019,2019-S182,L01,0.6,0.1,0.185
134,9/30/2019,2019-S182,Z80,0.3,0.1,0.05
135,9/30/2019,2019-S182,118,0.6,0.4,0.26
136,9/30/2019,2019-S182,L01,0.1,0.1,0.010000000000000002
137,9/30/2019,2019-S182,W34,1.3,1.1,1.4500000000000002
138,9/30/2019,2019-S182,587,0.3,0.1,0.05
139,9/30/2019,2019-S182,L01,0.2,0.1,0.025000000000000005
140,9/30/2019,2019-S182,W34,0.5,0.2,0.14500000000000002
141,9/30/2019,2019-S182,587,0.1,0.0,0.005000000000000001
142,9/30/2019,2019-S182,L01,0.1,0.1,0.010000000000000002
143,9/30/2019,2019-S182,W34,0.4,0.3,0.125
144,9/30/2019,2019-S182,587,0.1,0.3,0.05
145,9/30/2019,2019-S182,K96,0.1,0.0,0.005000000000000001
146,9/30/2019,2019-S182,W34,0.0,0.1,0.005000000000000001
147,9/30/2019,2019-S182,118,0.9,1.8,2.0250000000000004
148,9/30/2019,2019-S182,K96,0.0,0.8,0.32000000000000006
149,9/30/2019,2019-S182,H36,0.1,0.2,0.025000000000000005
150,9/30/2019,2019-S182,K61,0.6,0.4,0.26
151,9/30/2019,2019-S182,B49,0.1,0.2,0.025000000000000005
152,9/30/2019,2019-S182,H36,1.1,0.4,0.685
153,9/30/2019,2019-S182,K61,0.5,0.2,0.14500000000000002
154,9/30/2019,2019-S182,K96,0.2,0.3,0.065
155,9/30/2019,2019-S182,H36,0.4,0.5,0.20500000000000002
156,9/30/2019,2019-S182,K61,0.5,0.3,0.16999999999999998
157,9/30/2019,2019-S182,B49,0.2,0.1,0.025000000000000005
158,9/30/2019,2019-S182,I52,0.1,0.1,0.010000000000000002
159,9/30/2019,2019-S182,K61,0.3,0.2,0.065
160,9/30/2019,2019-S182,B49,0.7,0.2,0.26499999999999996
161,9/30/2019,2019-S182,I52,0.1,0.2,0.025000000000000005
162,9/30/2019,2019-S182,K61,0.3,0.1,0.05
163,9/30/2019,2019-S182,K63,0.2,0.2,0.04000000000000001
164,9/30/2019,2019-S182,I52,0.1,0.1,0.010000000000000002
165,9/30/2019,2019-S182,I93,0.3,0.4,0.125
166,9/30/2019,2019-S182,K63,0.3,0.3,0.09
167,9/30/2019,2019-S182,I52,0.0,0.2,0.020000000000000004
168,9/30/2019,2019-S182,C77,0.6,1.2,0.8999999999999999
169,9/30/2019,2019-S182,K63,0.1,0.2,0.025000000000000005
170,9/30/2019,2019-S182,H21,0.0,0.2,0.020000000000000004
171,9/30/2019,2019-S182,C95,0.1,0.4,0.08500000000000002
172,9/30/2019,2019-S182,K63,0.1,0.1,0.010000000000000002
173,9/30/2019,2019-S182,H21,0.0,0.2,0.020000000000000004
174,9/30/2019,2019-S182,I93,0.2,0.1,0.025000000000000005
175,9/30/2019,2019-S182,K63,0.1,0.1,0.010000000000000002
176,9/30/2019,2019-S182,H21,0.1,0.3,0.05
177,9/30/2019,2019-S182,C77,0.4,0.0,0.08000000000000002
178,9/30/2019,2019-S182,L04,0.3,0.0,0.045
179,9/30/2019,2019-S182,G96,0.0,0.0,0.0
180,9/30/2019,2019-S182,C77,0.3,0.1,0.05
181,9/30/2019,2019-S182,595,0.3,0.4,0.125
182,9/30/2019,2019-S182,H21,0.3,0.3,0.09
183,9/30/2019,2019-S182,I93,0.4,0.0,0.08000000000000002
184,9/30/2019,2019-S182,L04,0.4,0.0,0.08000000000000002
185,9/30/2019,2019-S182,H21,0.3,0.3,0.09
186,9/30/2019,2019-S182,C95,0.0,0.2,0.020000000000000004
187,9/30/2019,2019-S182,595,0.6,0.2,0.2
188,9/30/2019,2019-S182,G96,0.1,0.1,0.010000000000000002
189,9/30/2019,2019-S182,C77,0.2,0.2,0.04000000000000001
190,9/30/2019,2019-S182,L04,0.1,0.5,0.13
191,9/30/2019,2019-S182,G96,0.0,0.2,0.020000000000000004
192,9/30/2019,2019-S182,C95,0.3,0.1,0.05
193,9/30/2019,2019-S182,595,0.5,0.4,0.20500000000000002
194,9/30/2019,2019-S182,G96,0.1,0.3,0.05
195,9/30/2019,2019-S182,586,0.2,0.1,0.025000000000000005
196,9/30/2019,2019-S182,850,0.3,0.5,0.16999999999999998
197,10/1/2019,2019-T21 ,F51,0.0,0.2,0.020000000000000004
198,10/1/2019,2019-T21 ,K61,0.1,0.4,0.08500000000000002
199,10/1/2019,2019-T21 ,850,0.4,0.1,0.08500000000000002
200,10/1/2019,2019-T21 ,F51,0.1,0.1,0.010000000000000002
201,10/1/2019,2019-T21 ,K61,0.9,0.1,0.41000000000000003
202,10/1/2019,2019-T21 ,I52,0.0,0.0,0.0
203,10/1/2019,2019-T21 ,F51,0.0,0.2,0.020000000000000004
204,10/1/2019,2019-T21 ,595,0.1,0.4,0.08500000000000002
205,10/1/2019,2019-T21 ,I52,0.0,0.1,0.005000000000000001
206,10/1/2019,2019-T21 ,F51,0.2,0.0,0.020000000000000004
207,10/1/2019,2019-T21 ,595,0.3,1.2,0.765
208,10/1/2019,2019-T21 ,I52,0.1,0.1,0.010000000000000002
209,10/1/2019,2019-T21 ,F51,0.0,0.0,0.0
210,10/1/2019,2019-T21 ,587,0.7,0.4,0.32499999999999996
211,10/1/2019,2019-T21 ,I52,0.1,0.7,0.24999999999999997
212,10/1/2019,2019-T21 ,G96,0.0,0.0,0.0
213,10/1/2019,2019-T21 ,587,0.7,0.6,0.42499999999999993
214,10/1/2019,2019-T21 ,850,0.4,0.3,0.125
215,10/1/2019,2019-T21 ,G96,0.1,0.1,0.010000000000000002
216,10/1/2019,2019-T21 ,I93,0.2,0.2,0.04000000000000001
217,10/1/2019,2019-T21 ,850,0.7,0.0,0.24499999999999997
218,10/1/2019,2019-T21 ,G96,0.1,0.1,0.010000000000000002
219,10/1/2019,2019-T21 ,K63,0.4,0.9,0.48500000000000004
220,10/1/2019,2019-T21 ,850,1.1,0.3,0.6500000000000001
221,10/1/2019,2019-T21 ,I52,0.3,0.1,0.05
222,10/1/2019,2019-T21 ,I93,0.4,0.1,0.08500000000000002
223,10/1/2019,2019-T21 ,654,0.1,0.0,0.005000000000000001
224,10/1/2019,2019-T21 ,I52,0.5,0.2,0.14500000000000002
225,10/1/2019,2019-T21 ,K63,0.5,0.5,0.25
226,10/1/2019,2019-T21 ,654,0.1,0.1,0.010000000000000002
227,10/1/2019,2019-T21 ,I52,0.0,0.5,0.125
228,10/1/2019,2019-T21 ,I93,0.1,0.0,0.005000000000000001
229,10/1/2019,2019-T21 ,711,0.7,0.2,0.26499999999999996
230,10/1/2019,2019-T21 ,I52,0.1,0.2,0.025000000000000005
231,10/1/2019,2019-T21 ,K63,0.0,0.1,0.005000000000000001
232,10/1/2019,2019-T21 ,711,0.4,0.3,0.125
233,10/1/2019,2019-T21 ,H21,0.7,0.4,0.32499999999999996
234,10/1/2019,2019-T21 ,K63,0.8,0.1,0.32500000000000007
235,10/1/2019,2019-T21 ,711,0.7,0.2,0.26499999999999996
236,10/1/2019,2019-T21 ,H21,0.1,0.3,0.05
237,10/1/2019,2019-T21 ,W34,1.5,0.1,1.13
238,10/1/2019,2019-T21 ,654,0.1,0.0,0.005000000000000001
239,10/1/2019,2019-T21 ,I52,0.1,0.1,0.010000000000000002
240,10/1/2019,2019-T21 ,W34,1.3,0.4,0.925
241,10/1/2019,2019-T21 ,654,0.1,0.2,0.025000000000000005
242,10/1/2019,2019-T21 ,I52,0.0,0.0,0.0
243,10/1/2019,2019-T21 ,W34,0.5,0.1,0.13
244,10/1/2019,2019-T21 ,654,0.2,0.0,0.020000000000000004
245,10/1/2019,2019-T21 ,I52,0.1,0.1,0.010000000000000002
246,10/1/2019,2019-T21 ,W34,0.4,0.1,0.08500000000000002
247,10/1/2019,2019-T21 ,654,0.2,0.1,0.025000000000000005
248,10/1/2019,2019-T21 ,I52,0.2,0.2,0.04000000000000001
249,10/1/2019,2019-T21 ,850,0.2,0.5,0.14500000000000002
250,10/1/2019,2019-T21 ,L04,0.4,0.1,0.08500000000000002
251,10/1/2019,2019-T21 ,H21,0.2,0.0,0.020000000000000004
252,10/1/2019,2019-T21 ,H21,0.1,0.1,0.010000000000000002
253,10/1/2019,2019-T21 ,L04,0.2,0.3,0.065
254,10/1/2019,2019-T21 ,K61,0.1,0.4,0.08500000000000002
255,10/1/2019,2019-T21 ,H21,0.3,0.2,0.065
256,10/1/2019,2019-T22 ,T05,0.0,0.3,0.045
257,10/1/2019,2019-T22 ,K19,0.4,0.0,0.08000000000000002
258,10/1/2019,2019-T22 ,K88,0.1,0.3,0.05
259,10/1/2019,2019-T22 ,T05,0.2,0.4,0.10000000000000002
260,10/1/2019,2019-T22 ,K63,0.7,0.2,0.26499999999999996
261,10/1/2019,2019-T22 ,033,0.0,0.1,0.005000000000000001
262,10/1/2019,2019-T22 ,T05,0.3,0.1,0.05
263,10/1/2019,2019-T22 ,I93,0.0,0.0,0.0
264,10/1/2019,2019-T22 ,033,0.2,0.2,0.04000000000000001
265,10/1/2019,2019-T22 ,T05,0.3,0.7,0.29
266,10/1/2019,2019-T22 ,K19,0.1,1.0,0.505
267,10/1/2019,2019-T22 ,033,0.3,0.0,0.045
268,10/1/2019,2019-T22 ,595,0.2,0.0,0.020000000000000004
269,10/1/2019,2019-T22 ,K63,0.1,0.4,0.08500000000000002
270,10/1/2019,2019-T22 ,W34,0.4,0.2,0.10000000000000002
271,10/1/2019,2019-T22 ,K61,0.2,0.0,0.020000000000000004
272,10/1/2019,2019-T22 ,C95,0.3,0.4,0.125
273,10/1/2019,2019-T22 ,W34,0.1,0.4,0.08500000000000002
274,10/1/2019,2019-T22 ,595,0.1,0.2,0.025000000000000005
275,10/1/2019,2019-T22 ,I93,0.1,0.1,0.010000000000000002
276,10/1/2019,2019-T22 ,W34,0.6,1.0,0.6799999999999999
277,10/1/2019,2019-T22 ,K61,0.2,0.4,0.10000000000000002
278,10/1/2019,2019-T22 ,586,0.2,0.0,0.020000000000000004
279,10/1/2019,2019-T22 ,W34,0.3,0.1,0.05
280,10/1/2019,2019-T22 ,595,0.3,0.0,0.045
281,10/1/2019,2019-T22 ,586,0.3,0.3,0.09
282,10/1/2019,2019-T22 ,H21,0.3,0.4,0.125
283,10/1/2019,2019-T22 ,595,0.2,0.0,0.020000000000000004
284,10/1/2019,2019-T22 ,586,0.1,0.2,0.025000000000000005
285,10/1/2019,2019-T22 ,W34,0.1,0.3,0.05
286,10/1/2019,2019-T22 ,K61,0.4,0.2,0.10000000000000002
287,10/1/2019,2019-T22 ,586,0.4,0.2,0.10000000000000002
288,10/1/2019,2019-T22 ,H21,0.2,0.4,0.10000000000000002
289,10/1/2019,2019-T22 ,595,0.3,0.3,0.09
290,10/1/2019,2019-T22 ,586,0.7,0.1,0.24999999999999997
291,10/1/2019,2019-T22 ,H21,0.2,0.3,0.065
292,10/1/2019,2019-T22 ,595,0.1,0.1,0.010000000000000002
293,10/1/2019,2019-T22 ,586,0.1,0.0,0.005000000000000001
294,10/1/2019,2019-T22 ,H21,0.3,0.2,0.065
295,10/1/2019,2019-T22 ,C95,0.0,0.4,0.08000000000000002
296,10/1/2019,2019-T22 ,586,0.0,0.0,0.0
297,10/1/2019,2019-T22 ,I52,0.1,0.2,0.025000000000000005
298,10/1/2019,2019-T22 ,C95,0.0,0.1,0.005000000000000001
299,10/1/2019,2019-T22 ,586,0.4,0.3,0.125
300,10/1/2019,2019-T22 ,I52,0.2,0.2,0.04000000000000001
301,10/1/2019,2019-T22 ,C95,0.5,0.0,0.125
302,10/1/2019,2019-T22 ,587,0.6,0.1,0.185
303,10/1/2019,2019-T22 ,I52,0.3,0.1,0.05
304,10/1/2019,2019-T22 ,I93,0.3,0.1,0.05
305,10/1/2019,2019-T22 ,587,0.4,0.1,0.08500000000000002
306,10/1/2019,2019-T22 ,654,0.3,0.0,0.045
307,10/1/2019,2019-T22 ,K19,0.3,0.2,0.065
308,10/1/2019,2019-T22 ,587,0.8,0.5,0.44500000000000006
309,10/1/2019,2019-T22 ,654,0.3,0.2,0.065
310,10/1/2019,2019-T22 ,K63,0.1,0.2,0.025000000000000005
311,10/1/2019,2019-T22 ,C77,0.3,0.0,0.045
312,10/1/2019,2019-T22 ,K88,0.0,0.2,0.020000000000000004
313,10/1/2019,2019-T22 ,C95,0.2,0.4,0.10000000000000002
314,10/1/2019,2019-T22 ,C77,0.2,0.2,0.04000000000000001
315,10/1/2019,2019-T22 ,K88,0.1,0.2,0.025000000000000005
316,10/1/2019,2019-T22 ,K63,0.4,0.1,0.08500000000000002
317,10/1/2019,2019-T22 ,C77,0.5,0.1,0.13
318,10/1/2019,2019-T22 ,K88,0.0,0.2,0.020000000000000004
319,10/1/2019,2019-T22 ,K19,0.4,0.1,0.08500000000000002
320,10/1/2019,2019-T22 ,203,0.3,0.2,0.065
321,10/1/2019,2019-T22 ,104,0.1,0.2,0.025000000000000005
322,10/1/2019,2019-T22 ,K63,0.5,0.0,0.125
323,10/1/2019,2019-T22 ,203,0.1,0.1,0.010000000000000002
324,10/1/2019,2019-T22 ,104,0.0,0.4,0.08000000000000002
325,10/1/2019,2019-T22 ,I93,0.2,0.2,0.04000000000000001
326,10/1/2019,2019-T22 ,K88,0.2,0.3,0.065
327,10/1/2019,2019-T22 ,104,0.0,0.1,0.005000000000000001
328,10/1/2019,2019-T22 ,K19,0.3,0.3,0.09
329,10/1/2019,2019-T22 ,203,0.1,0.1,0.010000000000000002
330,10/1/2019,2019-T22 ,C95,0.1,0.1,0.010000000000000002
331,10/1/2019,2019-T22 ,K88,0.4,0.3,0.125
332,10/2/2019,2019-T46 ,F51,0.0,0.0,0.0
333,10/2/2019,2019-T46 ,I52,0.0,0.0,0.0
334,10/2/2019,2019-T46 ,H21,0.0,0.0,0.0
335,10/2/2019,2019-T46 ,F51,0.2,0.1,0.025000000000000005
336,10/2/2019,2019-T46 ,I52,0.1,0.5,0.13
337,10/2/2019,2019-T46 ,H21,0.0,0.2,0.020000000000000004
338,10/2/2019,2019-T46 ,F51,0.0,0.0,0.0
339,10/2/2019,2019-T46 ,I52,0.3,0.2,0.065
340,10/2/2019,2019-T46 ,I52,0.3,0.2,0.065
341,10/2/2019,2019-T46 ,F51,0.2,0.1,0.025000000000000005
342,10/2/2019,2019-T46 ,I52,0.2,0.3,0.065
343,10/2/2019,2019-T46 ,I52,0.2,0.3,0.065
344,10/2/2019,2019-T46 ,G96,0.1,0.1,0.010000000000000002
345,10/2/2019,2019-T46 ,I52,0.2,0.2,0.04000000000000001
346,10/2/2019,2019-T46 ,I52,0.2,0.1,0.025000000000000005
347,10/2/2019,2019-T46 ,G96,0.1,0.2,0.025000000000000005
348,10/2/2019,2019-T46 ,H21,0.1,0.1,0.010000000000000002
349,10/2/2019,2019-T46 ,654,0.1,0.2,0.025000000000000005
350,10/2/2019,2019-T46 ,G96,0.1,0.4,0.08500000000000002
351,10/2/2019,2019-T46 ,H21,0.0,0.2,0.020000000000000004
352,10/2/2019,2019-T46 ,654,0.2,0.1,0.025000000000000005
353,10/2/2019,2019-T46 ,G96,0.1,0.7,0.24999999999999997
354,10/2/2019,2019-T46 ,H21,0.1,0.1,0.010000000000000002
355,10/2/2019,2019-T46 ,654,0.1,0.1,0.010000000000000002
356,10/2/2019,2019-T46 ,I52,0.2,0.3,0.065
357,10/2/2019,2019-T46 ,H21,0.1,0.1,0.010000000000000002
358,10/2/2019,2019-T46 ,654,0.1,0.0,0.005000000000000001
359,10/7/2019,2019-T114,G96,0.4,0.3,0.125
360,10/7/2019,2019-T114,474,0.1,0.0,0.005000000000000001
361,10/7/2019,2019-T114,I52,0.4,0.3,0.125
362,10/7/2019,2019-T114,G96,0.0,0.2,0.020000000000000004
363,10/7/2019,2019-T114,104,0.0,0.3,0.045
364,10/7/2019,2019-T114,H36,0.2,0.5,0.14500000000000002
365,10/7/2019,2019-T114,G96,0.2,2.5,3.145
366,10/7/2019,2019-T114,104,0.2,0.7,0.26499999999999996
367,10/7/2019,2019-T114,H36,0.0,0.5,0.125
368,10/7/2019,2019-T114,G96,0.7,0.4,0.32499999999999996
369,10/7/2019,2019-T114,104,0.3,0.5,0.16999999999999998
370,10/7/2019,2019-T114,H36,0.1,0.5,0.13
371,10/7/2019,2019-T114,I52,0.1,0.2,0.025000000000000005
372,10/7/2019,2019-T114,K63,0.4,0.3,0.125
373,10/7/2019,2019-T114,H36,0.1,0.7,0.24999999999999997
374,10/7/2019,2019-T114,I52,0.3,0.4,0.125
375,10/7/2019,2019-T114,K63,0.1,0.7,0.24999999999999997
376,10/7/2019,2019-T114,734,0.4,2.5,3.205
377,10/7/2019,2019-T114,I52,0.2,0.0,0.020000000000000004
378,10/7/2019,2019-T114,K63,0.4,0.7,0.32499999999999996
379,10/7/2019,2019-T114,734,0.2,1.0,0.52
380,10/7/2019,2019-T114,I52,0.1,0.2,0.025000000000000005
381,10/7/2019,2019-T114,K63,1.3,0.4,0.925
382,10/7/2019,2019-T114,734,0.2,1.1,0.6250000000000001
383,10/7/2019,2019-T114,I52,0.2,0.2,0.04000000000000001
384,10/7/2019,2019-T114,L01,0.1,0.4,0.08500000000000002
385,10/7/2019,2019-T114,654,0.0,0.3,0.045
386,10/7/2019,2019-T114,I52,0.1,0.1,0.010000000000000002
387,10/7/2019,2019-T114,L01,0.1,0.0,0.005000000000000001
388,10/7/2019,2019-T114,654,0.1,0.1,0.010000000000000002
389,10/7/2019,2019-T114,I52,0.1,0.2,0.025000000000000005
390,10/7/2019,2019-T114,L01,0.1,0.2,0.025000000000000005
391,10/7/2019,2019-T114,654,0.2,0.3,0.065
392,10/7/2019,2019-T114,I52,0.3,0.2,0.065
393,10/7/2019,2019-T114,Z84,0.6,0.7,0.42499999999999993
394,10/7/2019,2019-T114,654,0.0,0.3,0.045
395,10/7/2019,2019-T114,474,0.2,0.4,0.10000000000000002
396,10/7/2019,2019-T114,Z84,0.2,0.1,0.025000000000000005
397,10/7/2019,2019-T114,474,0.1,0.3,0.05
398,10/7/2019,2019-T114,474,0.3,0.0,0.045
399,10/7/2019,2019-T114,Z84,0.1,0.4,0.08500000000000002
400,10/7/2019,2019-T114,474,0.2,0.1,0.025000000000000005
401,10/7/2019,2019-T114,474,0.0,0.4,0.08000000000000002
402,10/7/2019,2019-T114,I52,0.6,0.2,0.2
403,10/7/2019,2019-T114,474,0.1,0.1,0.010000000000000002
404,10/7/2019,2019-T114,474,0.1,0.2,0.025000000000000005
405,10/7/2019,2019-T114,I52,0.0,0.1,0.005000000000000001
406,10/7/2019,2019-T114,474,0.1,0.0,0.005000000000000001
407,10/7/2019,2019-T115,G96,0.2,0.6,0.2
408,10/7/2019,2019-T115,474,0.1,0.3,0.05
