,Date,Bulletin,Obs Code,Residual RA,Residual Dec,Diagonal Residual
71,1/21/2022,2022-B09 ,T08,0.3,0.7,0.7615773105863908
72,1/21/2022,2022-B09 ,L06,0.3,0.3,0.4242640687119285
73,1/21/2022,2022-B09 ,203,0.2,0.1,0.223606797749979
74,1/21/2022,2022-B09 ,T08,0.7,1.3,1.47648230602334
75,1/21/2022,2022-B09 ,L06,0.2,0.3,0.36055512754639896
76,1/21/2022,2022-B09 ,104,0.1,0.1,0.14142135623730953
77,1/21/2022,2022-B09 ,T08,0.5,0.4,0.6403124237432849
78,1/21/2022,2022-B09 ,L06,0.0,0.0,0.0
79,1/21/2022,2022-B09 ,104,0.1,0.3,0.31622776601683794
80,1/21/2022,2022-B09 ,T08,0.2,0.5,0.5385164807134505
81,1/21/2022,2022-B09 ,Z80,0.6,0.2,0.6324555320336759
82,1/21/2022,2022-B09 ,104,0.4,0.3,0.5
83,1/21/2022,2022-B09 ,G02,0.0,0.1,0.1
84,1/21/2022,2022-B09 ,Z80,0.5,0.1,0.5099019513592785
85,1/21/2022,2022-B09 ,958,1.1,2.0,2.2825424421026654
86,1/21/2022,2022-B09 ,G02,0.2,0.1,0.223606797749979
87,1/21/2022,2022-B09 ,654,0.1,0.0,0.1
88,1/21/2022,2022-B09 ,958,1.0,1.3,1.6401219466856727
89,1/21/2022,2022-B09 ,J95,0.0,0.1,0.1
90,1/21/2022,2022-B09 ,654,0.0,0.0,0.0
91,1/21/2022,2022-B09 ,958,0.4,0.6,0.7211102550927979
92,1/21/2022,2022-B09 ,204,0.0,0.1,0.1
93,1/21/2022,2022-B09 ,654,0.1,0.0,0.1
94,1/21/2022,2022-B09 ,H36,0.0,0.6,0.6
95,1/21/2022,2022-B09 ,J95,0.3,0.2,0.36055512754639896
96,1/21/2022,2022-B09 ,G14,0.7,0.9,1.140175425099138
97,1/21/2022,2022-B09 ,H36,0.3,0.3,0.4242640687119285
98,1/21/2022,2022-B09 ,J95,0.0,0.1,0.1
99,1/21/2022,2022-B09 ,Z99,0.2,0.1,0.223606797749979
100,1/21/2022,2022-B09 ,H36,0.2,0.1,0.223606797749979
101,1/21/2022,2022-B09 ,204,0.0,0.1,0.1
102,1/21/2022,2022-B09 ,Z99,0.1,0.0,0.1
103,1/21/2022,2022-B09 ,734,0.2,0.2,0.28284271247461906
104,1/21/2022,2022-B09 ,J95,0.0,0.0,0.0
105,1/21/2022,2022-B09 ,G14,0.5,0.1,0.5099019513592785
106,1/21/2022,2022-B09 ,734,0.7,0.7,0.9899494936611665
107,1/21/2022,2022-B09 ,204,0.2,0.1,0.223606797749979
108,1/21/2022,2022-B09 ,Z99,0.2,0.0,0.2
109,1/21/2022,2022-B09 ,734,0.6,0.7,0.9219544457292886
110,1/21/2022,2022-B09 ,J57,0.3,0.7,0.7615773105863908
111,1/21/2022,2022-B09 ,G15,0.6,0.4,0.7211102550927979
112,1/21/2022,2022-B09 ,734,0.1,0.5,0.5099019513592785
113,1/21/2022,2022-B09 ,Z33,0.2,0.3,0.36055512754639896
114,1/21/2022,2022-B09 ,J95,0.2,0.1,0.223606797749979
115,1/21/2022,2022-B09 ,734,0.0,0.1,0.1
116,1/21/2022,2022-B09 ,J57,0.3,0.5,0.58309518948453
117,1/21/2022,2022-B09 ,G14,0.4,0.5,0.6403124237432849
118,1/21/2022,2022-B09 ,734,0.3,0.1,0.31622776601683794
119,1/21/2022,2022-B09 ,Z33,0.1,0.1,0.14142135623730953
120,1/21/2022,2022-B09 ,J95,0.0,0.1,0.1
121,1/21/2022,2022-B09 ,858,0.1,0.1,0.14142135623730953
122,1/21/2022,2022-B09 ,G02,0.4,0.1,0.4123105625617661
123,1/21/2022,2022-B09 ,J95,0.1,0.1,0.14142135623730953
124,1/21/2022,2022-B09 ,858,0.0,0.2,0.2
125,1/21/2022,2022-B09 ,Z33,0.8,0.3,0.8544003745317532
126,1/21/2022,2022-B09 ,G15,0.9,0.7,1.140175425099138
127,1/21/2022,2022-B09 ,858,0.4,0.1,0.4123105625617661
128,1/21/2022,2022-B09 ,J57,0.0,0.1,0.1
129,1/21/2022,2022-B09 ,J95,0.1,0.1,0.14142135623730953
130,1/21/2022,2022-B09 ,G96,0.1,0.0,0.1
131,1/21/2022,2022-B09 ,J69,0.7,0.4,0.8062257748298549
132,1/21/2022,2022-B09 ,G15,0.0,0.2,0.2
133,1/21/2022,2022-B09 ,G96,0.1,0.4,0.4123105625617661
134,1/21/2022,2022-B09 ,J69,0.2,0.1,0.223606797749979
135,1/21/2022,2022-B09 ,203,0.5,0.0,0.5
136,1/21/2022,2022-B09 ,J69,0.1,0.1,0.14142135623730953
137,1/21/2022,2022-B09 ,203,0.4,0.0,0.4
138,1/25/2022,2022-B34 ,K88,0.5,0.3,0.58309518948453
139,1/25/2022,2022-B34 ,B49,0.3,0.3,0.4242640687119285
140,1/25/2022,2022-B34 ,858,0.0,0.0,0.0
141,1/25/2022,2022-B34 ,K88,0.2,0.2,0.28284271247461906
142,1/25/2022,2022-B34 ,I93,0.1,0.1,0.14142135623730953
143,1/25/2022,2022-B34 ,858,0.1,0.1,0.14142135623730953
144,1/25/2022,2022-B34 ,K88,0.5,0.1,0.5099019513592785
145,1/25/2022,2022-B34 ,B49,0.0,0.3,0.3
146,1/25/2022,2022-B34 ,858,0.1,0.0,0.1
147,1/25/2022,2022-B34 ,K88,0.5,1.2,1.3
148,1/25/2022,2022-B34 ,I93,0.1,0.2,0.223606797749979
149,1/25/2022,2022-B34 ,U52,0.6,0.9,1.0816653826391966
150,1/25/2022,2022-B34 ,B49,0.6,0.7,0.9219544457292886
151,1/25/2022,2022-B34 ,958,0.1,0.1,0.14142135623730953
152,1/25/2022,2022-B34 ,U52,0.5,0.4,0.6403124237432849
153,1/25/2022,2022-B34 ,K88,0.6,0.3,0.6708203932499369
154,1/25/2022,2022-B34 ,958,0.4,0.2,0.447213595499958
155,1/25/2022,2022-B34 ,U52,2.4,1.0,2.6
156,1/25/2022,2022-B34 ,K88,0.1,0.4,0.4123105625617661
157,1/25/2022,2022-B34 ,K88,0.2,0.1,0.223606797749979
158,1/25/2022,2022-B34 ,U52,0.1,0.4,0.4123105625617661
159,1/25/2022,2022-B34 ,K88,0.0,0.1,0.1
160,1/25/2022,2022-B34 ,958,0.0,0.2,0.2
161,1/25/2022,2022-B34 ,U52,0.2,0.3,0.36055512754639896
162,1/25/2022,2022-B34 ,B49,1.8,0.3,1.8248287590894658
163,1/25/2022,2022-B34 ,K88,0.2,0.1,0.223606797749979
164,1/25/2022,2022-B34 ,U52,0.2,0.4,0.447213595499958
165,1/25/2022,2022-B34 ,K88,0.2,0.0,0.2
166,1/25/2022,2022-B34 ,K88,0.2,0.1,0.223606797749979
167,1/25/2022,2022-B34 ,654,0.1,0.0,0.1
168,1/25/2022,2022-B34 ,K88,0.8,0.7,1.063014581273465
169,1/25/2022,2022-B34 ,L01,0.3,0.7,0.7615773105863908
170,1/25/2022,2022-B34 ,U52,0.6,0.3,0.6708203932499369
171,1/25/2022,2022-B34 ,K88,0.7,0.8,1.063014581273465
172,1/25/2022,2022-B34 ,L01,0.2,0.6,0.6324555320336759
173,1/25/2022,2022-B34 ,U52,0.3,0.1,0.31622776601683794
174,1/25/2022,2022-B34 ,K63,0.2,0.3,0.36055512754639896
175,1/25/2022,2022-B34 ,L01,0.3,0.4,0.5
176,1/25/2022,2022-B34 ,U52,0.6,0.4,0.7211102550927979
177,1/25/2022,2022-B34 ,K63,0.2,0.5,0.5385164807134505
178,1/25/2022,2022-B34 ,L01,0.3,0.1,0.31622776601683794
179,1/25/2022,2022-B34 ,654,0.0,0.0,0.0
180,1/25/2022,2022-B34 ,104,0.0,0.2,0.2
181,1/25/2022,2022-B34 ,L01,0.2,0.2,0.28284271247461906
182,1/25/2022,2022-B34 ,654,0.1,0.0,0.1
183,1/25/2022,2022-B34 ,K88,0.2,0.2,0.28284271247461906
184,1/25/2022,2022-B34 ,L01,0.1,0.6,0.6082762530298219
185,1/25/2022,2022-B34 ,204,0.1,0.2,0.223606797749979
186,1/25/2022,2022-B34 ,K88,0.3,0.5,0.58309518948453
187,1/25/2022,2022-B34 ,L01,0.0,0.4,0.4
188,1/25/2022,2022-B34 ,204,0.0,0.2,0.2
189,1/25/2022,2022-B34 ,104,0.1,0.0,0.1
190,1/25/2022,2022-B34 ,L01,0.1,0.1,0.14142135623730953
191,1/25/2022,2022-B34 ,204,0.2,0.0,0.2
192,1/25/2022,2022-B34 ,B49,1.0,1.8,2.0591260281974
193,1/25/2022,2022-B34 ,W34,1.7,1.2,2.080865204668481
194,1/25/2022,2022-B34 ,C95,0.4,0.1,0.4123105625617661
195,1/25/2022,2022-B34 ,B49,0.4,0.8,0.894427190999916
196,1/25/2022,2022-B34 ,W34,1.9,1.3,2.3021728866442674
197,1/25/2022,2022-B34 ,C95,0.1,0.3,0.31622776601683794
198,1/25/2022,2022-B34 ,104,0.0,0.4,0.4
199,1/25/2022,2022-B34 ,W34,1.1,0.2,1.118033988749895
200,1/25/2022,2022-B34 ,C95,0.1,0.2,0.223606797749979
201,1/25/2022,2022-B34 ,B49,0.1,0.8,0.806225774829855
202,1/25/2022,2022-B34 ,W34,0.1,0.2,0.223606797749979
203,1/25/2022,2022-B34 ,B49,0.2,0.5,0.5385164807134505
204,1/25/2022,2022-B34 ,I93,0.3,0.1,0.31622776601683794
205,1/25/2022,2022-B34 ,W34,0.2,0.1,0.223606797749979
206,1/25/2022,2022-B34 ,B49,0.7,0.6,0.9219544457292886
207,1/25/2022,2022-B34 ,B49,0.1,0.5,0.5099019513592785
208,1/25/2022,2022-B34 ,W34,0.1,0.0,0.1
209,1/25/2022,2022-B35 ,G96,0.1,0.0,0.1
210,1/25/2022,2022-B35 ,734,0.8,0.4,0.894427190999916
211,1/25/2022,2022-B35 ,Z84,0.5,0.2,0.5385164807134505
212,1/25/2022,2022-B35 ,G96,0.1,0.0,0.1
213,1/25/2022,2022-B35 ,734,0.1,0.1,0.14142135623730953
214,1/25/2022,2022-B35 ,Z84,0.2,0.6,0.6324555320336759
215,1/25/2022,2022-B35 ,F52,0.1,0.0,0.1
216,1/25/2022,2022-B35 ,734,0.3,0.1,0.31622776601683794
217,1/25/2022,2022-B35 ,Z84,0.1,0.3,0.31622776601683794
218,1/25/2022,2022-B35 ,F52,0.0,0.0,0.0
219,1/25/2022,2022-B35 ,654,0.1,0.0,0.1
220,1/25/2022,2022-B35 ,587,0.9,1.1,1.4212670403551897
221,1/25/2022,2022-B35 ,F52,0.0,0.1,0.1
222,1/25/2022,2022-B35 ,654,0.1,0.3,0.31622776601683794
223,1/25/2022,2022-B35 ,587,0.8,0.3,0.8544003745317532
224,1/25/2022,2022-B35 ,F52,0.0,0.1,0.1
225,1/25/2022,2022-B35 ,654,0.1,0.2,0.223606797749979
226,1/25/2022,2022-B35 ,L06,0.7,0.2,0.7280109889280517
227,1/25/2022,2022-B35 ,F52,0.0,0.0,0.0
228,1/25/2022,2022-B35 ,858,0.0,0.2,0.2
229,1/25/2022,2022-B35 ,L06,0.0,0.7,0.7
230,1/25/2022,2022-B35 ,F52,0.0,0.0,0.0
231,1/25/2022,2022-B35 ,858,0.4,0.2,0.447213595499958
232,1/25/2022,2022-B35 ,L06,0.3,0.7,0.7615773105863908
233,1/25/2022,2022-B35 ,P93,0.3,0.3,0.4242640687119285
234,1/25/2022,2022-B35 ,I93,0.0,0.0,0.0
235,1/25/2022,2022-B35 ,L06,0.1,0.5,0.5099019513592785
236,1/25/2022,2022-B35 ,P93,0.1,0.2,0.223606797749979
237,1/25/2022,2022-B35 ,I93,0.0,0.8,0.8
238,1/25/2022,2022-B35 ,H36,0.1,0.4,0.4123105625617661
239,1/25/2022,2022-B35 ,P93,0.2,0.4,0.447213595499958
240,1/25/2022,2022-B35 ,L80,0.8,1.0,1.2806248474865698
241,1/25/2022,2022-B35 ,H36,0.2,0.5,0.5385164807134505
242,1/25/2022,2022-B35 ,P93,0.3,0.1,0.31622776601683794
243,1/25/2022,2022-B35 ,I93,0.3,0.0,0.3
244,1/25/2022,2022-B35 ,H36,0.3,0.4,0.5
245,1/25/2022,2022-B35 ,L01,0.5,0.1,0.5099019513592785
246,1/25/2022,2022-B35 ,L80,0.0,1.2,1.2
247,1/25/2022,2022-B35 ,H36,0.5,0.3,0.58309518948453
248,1/25/2022,2022-B35 ,L01,0.4,1.0,1.077032961426901
249,1/25/2022,2022-B35 ,204,0.1,0.2,0.223606797749979
250,1/25/2022,2022-B35 ,A77,1.3,1.9,2.3021728866442674
251,1/25/2022,2022-B35 ,L01,0.3,1.1,1.140175425099138
252,1/25/2022,2022-B35 ,204,0.6,0.3,0.6708203932499369
253,1/25/2022,2022-B35 ,A77,1.3,0.8,1.5264337522473748
254,1/25/2022,2022-B35 ,L01,0.5,0.1,0.5099019513592785
255,1/25/2022,2022-B35 ,Z99,0.9,0.1,0.9055385138137417
256,1/25/2022,2022-B35 ,104,0.1,0.4,0.4123105625617661
257,1/25/2022,2022-B35 ,L01,0.4,0.3,0.5
258,1/25/2022,2022-B35 ,Z99,0.6,0.1,0.6082762530298219
259,1/25/2022,2022-B35 ,104,0.2,0.1,0.223606797749979
260,1/25/2022,2022-B35 ,691,0.5,0.1,0.5099019513592785
261,1/25/2022,2022-B35 ,291,0.1,0.2,0.223606797749979
262,1/25/2022,2022-B35 ,104,0.1,0.1,0.14142135623730953
263,1/25/2022,2022-B35 ,691,0.2,0.3,0.36055512754639896
264,1/25/2022,2022-B35 ,291,0.1,0.0,0.1
265,1/25/2022,2022-B35 ,C95,0.5,0.3,0.58309518948453
266,1/25/2022,2022-B35 ,691,0.0,0.0,0.0
267,1/25/2022,2022-B35 ,291,0.1,0.1,0.14142135623730953
268,1/25/2022,2022-B35 ,C95,0.4,0.1,0.4123105625617661
269,1/25/2022,2022-B35 ,F52,0.0,0.0,0.0
270,1/25/2022,2022-B35 ,Z84,0.7,0.6,0.9219544457292886
271,1/25/2022,2022-B35 ,F52,0.0,0.0,0.0
272,1/25/2022,2022-B35 ,Z84,0.4,0.1,0.4123105625617661
273,1/26/2022,2022-B39 ,F52,0.1,0.1,0.14142135623730953
274,1/26/2022,2022-B39 ,L01,0.0,0.6,0.6
275,1/26/2022,2022-B39 ,858,0.1,0.2,0.223606797749979
276,1/26/2022,2022-B39 ,F52,0.1,0.0,0.1
277,1/26/2022,2022-B39 ,I93,0.4,0.1,0.4123105625617661
278,1/26/2022,2022-B39 ,858,0.1,0.1,0.14142135623730953
279,1/26/2022,2022-B39 ,F52,0.1,0.0,0.1
280,1/26/2022,2022-B39 ,C95,0.4,0.3,0.5
281,1/26/2022,2022-B39 ,691,1.2,0.5,1.3
282,1/26/2022,2022-B39 ,F52,0.1,0.1,0.14142135623730953
283,1/26/2022,2022-B39 ,I93,0.2,0.1,0.223606797749979
284,1/26/2022,2022-B39 ,691,0.4,0.2,0.447213595499958
285,1/26/2022,2022-B39 ,F52,0.0,0.1,0.1
286,1/26/2022,2022-B39 ,I93,0.0,0.3,0.3
287,1/26/2022,2022-B39 ,691,0.5,0.2,0.5385164807134505
288,1/26/2022,2022-B39 ,F52,0.1,0.3,0.31622776601683794
289,1/26/2022,2022-B39 ,958,0.3,1.0,1.044030650891055
290,1/26/2022,2022-B39 ,654,0.1,0.2,0.223606797749979
291,1/26/2022,2022-B39 ,F52,0.1,0.2,0.223606797749979
292,1/26/2022,2022-B39 ,958,0.1,0.2,0.223606797749979
293,1/26/2022,2022-B39 ,654,0.0,0.0,0.0
294,1/26/2022,2022-B39 ,L01,0.4,0.3,0.5
295,1/26/2022,2022-B39 ,104,0.0,0.3,0.3
296,1/26/2022,2022-B39 ,654,0.3,0.2,0.36055512754639896
297,1/26/2022,2022-B39 ,L01,0.0,0.3,0.3
298,1/26/2022,2022-B39 ,104,0.3,0.1,0.31622776601683794
299,1/26/2022,2022-B39 ,654,0.1,0.3,0.31622776601683794
300,1/26/2022,2022-B39 ,L01,0.3,0.2,0.36055512754639896
301,1/26/2022,2022-B39 ,958,0.1,0.3,0.31622776601683794
302,1/26/2022,2022-B39 ,204,0.1,0.1,0.14142135623730953
303,1/26/2022,2022-B39 ,C95,0.6,0.3,0.6708203932499369
304,1/26/2022,2022-B39 ,104,0.3,0.3,0.4242640687119285
305,1/26/2022,2022-B39 ,204,0.1,0.1,0.14142135623730953
306,1/26/2022,2022-B39 ,L01,0.6,0.1,0.6082762530298219
307,1/26/2022,2022-B39 ,858,0.1,0.1,0.14142135623730953
308,1/26/2022,2022-B52 ,G96,0.7,0.3,0.7615773105863908
309,1/26/2022,2022-B52 ,I52,0.4,0.4,0.5656854249492381
310,1/26/2022,2022-B52 ,I52,0.3,0.2,0.36055512754639896
311,1/26/2022,2022-B52 ,G96,0.5,0.3,0.58309518948453
312,1/26/2022,2022-B52 ,I52,0.9,0.3,0.9486832980505138
313,1/26/2022,2022-B52 ,I52,0.1,0.2,0.223606797749979
314,1/26/2022,2022-B52 ,G96,0.2,0.2,0.28284271247461906
315,1/26/2022,2022-B52 ,I52,0.2,0.2,0.28284271247461906
316,1/26/2022,2022-B52 ,654,0.1,0.1,0.14142135623730953
317,1/26/2022,2022-B52 ,G96,1.8,0.2,1.8110770276274835
318,1/26/2022,2022-B52 ,I52,0.2,0.3,0.36055512754639896
319,1/26/2022,2022-B52 ,654,0.1,0.0,0.1
320,1/26/2022,2022-B52 ,I52,0.2,0.4,0.447213595499958
321,1/26/2022,2022-B52 ,I52,0.3,0.2,0.36055512754639896
322,1/26/2022,2022-B52 ,654,0.0,0.1,0.1
323,1/27/2022,2022-B56 ,G96,0.2,0.4,0.447213595499958
324,1/27/2022,2022-B56 ,I52,0.1,0.3,0.31622776601683794
325,1/27/2022,2022-B56 ,L01,0.4,0.4,0.5656854249492381
326,1/27/2022,2022-B56 ,G96,0.2,0.1,0.223606797749979
327,1/27/2022,2022-B56 ,I52,0.4,0.1,0.4123105625617661
328,1/27/2022,2022-B56 ,H21,0.2,0.3,0.36055512754639896
329,1/27/2022,2022-B56 ,G96,0.3,0.1,0.31622776601683794
330,1/27/2022,2022-B56 ,654,0.1,0.0,0.1
331,1/27/2022,2022-B56 ,H21,0.2,0.4,0.447213595499958
332,1/27/2022,2022-B56 ,I52,0.1,0.0,0.1
333,1/27/2022,2022-B56 ,654,0.1,0.1,0.14142135623730953
334,1/27/2022,2022-B56 ,H21,0.2,0.2,0.28284271247461906
335,1/27/2022,2022-B56 ,I52,0.0,0.1,0.1
336,1/27/2022,2022-B56 ,654,0.2,0.1,0.223606797749979
337,1/27/2022,2022-B56 ,H21,0.1,0.1,0.14142135623730953
338,1/27/2022,2022-B56 ,I52,0.2,0.1,0.223606797749979
339,1/27/2022,2022-B56 ,204,0.2,0.1,0.223606797749979
340,1/27/2022,2022-B56 ,V41,0.1,3.8,3.8013155617496426
341,1/27/2022,2022-B56 ,I52,0.1,0.0,0.1
342,1/27/2022,2022-B56 ,L01,1.2,0.2,1.2165525060596438
343,1/27/2022,2022-B56 ,V41,1.2,1.6,2.0
344,1/27/2022,2022-B56 ,H21,0.2,0.2,0.28284271247461906
345,1/27/2022,2022-B56 ,L01,0.6,0.7,0.9219544457292886
346,1/27/2022,2022-B56 ,V41,0.2,0.4,0.447213595499958
347,1/27/2022,2022-B56 ,H21,0.4,0.4,0.5656854249492381
348,1/27/2022,2022-B56 ,L01,0.5,0.6,0.7810249675906654
349,1/27/2022,2022-B56 ,H21,0.2,0.1,0.223606797749979
350,1/27/2022,2022-B56 ,L01,0.5,0.1,0.5099019513592785
351,1/27/2022,2022-B71 ,G96,0.2,0.1,0.223606797749979
352,1/27/2022,2022-B71 ,L01,0.3,0.0,0.3
353,1/27/2022,2022-B71 ,H21,0.4,0.4,0.5656854249492381
354,1/27/2022,2022-B71 ,G96,0.1,0.1,0.14142135623730953
355,1/27/2022,2022-B71 ,L01,0.0,0.4,0.4
356,1/27/2022,2022-B71 ,I52,0.1,0.5,0.5099019513592785
357,1/27/2022,2022-B71 ,G96,0.1,0.1,0.14142135623730953
358,1/27/2022,2022-B71 ,L01,0.4,0.2,0.447213595499958
359,1/27/2022,2022-B71 ,I52,0.6,0.5,0.7810249675906654
360,1/27/2022,2022-B71 ,I52,0.0,0.1,0.1
361,1/27/2022,2022-B71 ,Z41,0.6,1.2,1.3416407864998738
362,1/27/2022,2022-B71 ,I52,0.5,0.0,0.5
363,1/27/2022,2022-B71 ,I52,0.1,0.0,0.1
364,1/27/2022,2022-B71 ,L01,0.2,0.1,0.223606797749979
365,1/27/2022,2022-B71 ,654,0.2,0.1,0.223606797749979
366,1/27/2022,2022-B71 ,I52,0.1,0.0,0.1
367,1/27/2022,2022-B71 ,Z41,0.8,1.2,1.4422205101855958
368,1/27/2022,2022-B71 ,654,0.0,0.1,0.1
369,1/27/2022,2022-B71 ,I52,0.2,0.0,0.2
370,1/27/2022,2022-B71 ,H21,0.4,0.2,0.447213595499958
371,1/27/2022,2022-B71 ,654,0.1,0.0,0.1
372,1/29/2022,2022-B120,V00,0.1,0.1,0.14142135623730953
373,1/29/2022,2022-B120,204,0.2,0.4,0.447213595499958
374,1/29/2022,2022-B120,I52,0.1,0.3,0.31622776601683794
375,1/29/2022,2022-B120,V00,0.1,0.0,0.1
376,1/29/2022,2022-B120,204,0.6,0.2,0.6324555320336759
377,1/29/2022,2022-B120,654,0.1,0.1,0.14142135623730953
378,1/29/2022,2022-B120,V00,0.1,0.1,0.14142135623730953
379,1/29/2022,2022-B120,H36,0.8,0.5,0.9433981132056605
380,1/29/2022,2022-B120,I52,0.1,0.2,0.223606797749979
381,1/29/2022,2022-B120,V00,0.1,0.2,0.223606797749979
382,1/29/2022,2022-B120,H36,1.2,0.4,1.2649110640673518
383,1/29/2022,2022-B120,J95,0.2,0.2,0.28284271247461906
384,1/29/2022,2022-B120,291,0.0,0.0,0.0
385,1/29/2022,2022-B120,H21,0.1,0.2,0.223606797749979
386,1/29/2022,2022-B120,J95,0.0,0.5,0.5
387,1/29/2022,2022-B120,291,0.0,0.3,0.3
388,1/29/2022,2022-B120,H21,0.1,0.0,0.1
389,1/29/2022,2022-B120,C95,0.7,0.3,0.7615773105863908
390,1/29/2022,2022-B120,L01,0.1,0.3,0.31622776601683794
391,1/29/2022,2022-B120,H36,0.8,0.0,0.8
392,1/29/2022,2022-B120,J95,0.4,0.2,0.447213595499958
393,1/29/2022,2022-B120,L01,1.0,0.1,1.004987562112089
394,1/29/2022,2022-B120,H21,0.3,0.1,0.31622776601683794
395,1/29/2022,2022-B120,J95,0.3,0.3,0.4242640687119285
396,1/29/2022,2022-B120,L01,1.1,0.7,1.3038404810405297
397,1/29/2022,2022-B120,654,0.1,0.2,0.223606797749979
398,1/29/2022,2022-B120,C95,0.3,0.3,0.4242640687119285
399,1/29/2022,2022-B120,L01,0.3,0.2,0.36055512754639896
400,1/29/2022,2022-B120,654,0.0,0.1,0.1
